PM25h,HUM,TEMP,CO,CO2,PM10p,NO,NO2,PM10h,PM25p
77,32.8,13,1.8,506,229,0.019,0.053,110,94
78,33.5,12.8,2,510,203,0.037,0.056,103,95
91,33.7,13.3,2.1,531,196,0.052,0.056,116,97
86,33.4,13.6,2.1,530,203,0.047,0.054,118,99
91,34.1,13.2,2,498,202,0.026,0.052,126,93
94,34.1,13.5,2.1,525,207,0.034,0.053,124,92
88,33.8,13.4,2,505,197,0.031,0.053,121,97
83,34.4,13.3,2.1,502,193,0.027,0.053,124,88
80,36,13,2,490,192,0.024,0.054,123,91
74,35.5,13.3,2,522,193,0.036,0.052,121,91
83,36.6,12.9,2,482,193,0.027,0.053,125,92
82,37.1,12.8,2,487,193,0.028,0.052,127,92
86,36.8,12.8,2.1,502,203,0.037,0.055,124,88
81,35.9,12.4,2,486,211,0.031,0.054,127,77
53,36.6,12,1.8,477,213,0.023,0.052,119,73
55,35.6,12.2,1.8,482,205,0.024,0.051,116,72
52,34.9,12.1,1.9,487,206,0.025,0.052,114,73
48,35.2,11.2,1.7,457,201,0.011,0.047,109,71
44,37.5,11.6,1.8,493,188,0.02,0.048,109,63
49,34.5,12.7,1.9,519,189,0.034,0.051,101,74
47,33.8,12.9,1.9,515,183,0.049,0.054,102,63
54,33.7,12.5,1.8,497,178,0.046,0.053,94,59
47,34.8,11.8,1.6,470,182,0.01,0.044,95,58
50,35,11.9,1.6,487,180,0.016,0.046,97,62
49,34.9,11.7,1.6,475,172,0.012,0.044,90,56
52,35.3,11.7,1.6,480,173,0.026,0.052,93,67
58,36.2,12.2,1.7,499,179,0.038,0.051,96,59
40,34.9,12.5,1.8,508,183,0.036,0.052,86,48
37,34.7,12.5,1.7,503,182,0.035,0.052,80,54
30,35,12.7,1.7,506,175,0.035,0.049,89,57
36,34.5,13,1.8,523,181,0.039,0.048,89,54
41,33.9,12.9,1.8,519,183,0.043,0.049,87,49
44,34,12.7,1.7,498,182,0.036,0.05,88,54
30,34,12.3,1.6,493,184,0.027,0.047,91,58
33,36.5,11.3,1.5,469,176,0.012,0.046,80,52
28,35.2,11.5,1.5,470,178,0.011,0.044,79,51
28,35.3,11.8,1.5,475,174,0.019,0.047,89,50
28,35.7,11.7,1.4,471,156,0.01,0.043,83,33
36,34.2,11.8,1.5,462,149,0.011,0.045,66,32
50,35.2,11.6,1.5,459,146,0.014,0.046,63,30
56,35.9,11.4,1.5,454,148,0.013,0.046,56,28
62,35.1,11.9,1.6,485,147,0.04,0.05,53,27
60,35.2,11.4,1.4,454,148,0.013,0.044,50,29
53,34.5,11.4,1.5,460,134,0.018,0.048,52,31
55,35.7,11.6,1.5,468,130,0.024,0.049,44,27
58,34.5,11.7,1.5,468,124,0.025,0.05,46,19
59,34.8,11.9,1.5,466,125,0.022,0.05,45,20
60,34.5,12.1,1.6,477,118,0.018,0.047,47,21
59,34.8,11.8,1.6,462,116,0.017,0.047,39,25
55,35,11.7,1.5,459,132,0.012,0.047,42,35
53,35,11.3,1.5,460,140,0.008,0.044,47,46
40,35.9,11.4,1.4,458,143,0.007,0.045,47,45
31,35.8,11.6,1.7,468,127,0.019,0.046,44,44
29,35.3,11.9,1.6,464,129,0.026,0.049,43,44
35,35.1,11.9,1.6,466,128,0.028,0.048,40,50
32,36.1,11.4,1.5,458,133,0.021,0.049,39,42
27,36,11.4,1.5,456,130,0.013,0.046,44,42
24,35.8,11.6,1.5,459,124,0.014,0.046,42,44
20,35.7,11.2,1.4,451,116,0.006,0.04,46,49
21,37.1,10.5,1.4,443,113,0.002,0.036,37,39
17,37.4,10.6,1.3,443,114,0.001,0.032,38,35
18,35.7,11.3,1.4,450,97,0.001,0.036,32,36
24,36,11.3,1.4,443,90,0.001,0.036,31,28
34,37.1,11.1,1.4,443,81,0.001,0.035,24,29
39,37.5,10.9,1.4,441,83,0.001,0.033,30,27
38,37.6,11.1,1.4,444,78,0.001,0.033,28,23
23,36.1,11.6,1.4,445,76,0.002,0.037,26,26
18,37.6,11.1,1.3,439,72,0.001,0.032,26,27
25,38.8,10.7,1.3,438,69,0.002,0.03,21,28
33,38.8,10.8,1.4,440,77,0.001,0.034,19,25
23,38.4,11.1,1.4,443,80,0.005,0.039,19,18
32,36.6,11.9,1.5,448,84,0.012,0.044,17,22
33,35.1,12.4,1.5,449,81,0.009,0.043,18,32
38,34.2,12.6,1.5,449,79,0.006,0.042,19,30
48,34.5,12.7,1.6,450,73,0.004,0.04,36,34
43,37,12.7,1.6,450,72,0.004,0.039,50,36
40,39.7,12.5,1.6,451,79,0.006,0.039,47,38
41,42.9,11.9,1.6,451,76,0.011,0.039,48,41
47,43.9,11.6,1.6,452,82,0.01,0.039,53,36
57,43.8,11.8,1.6,451,89,0.008,0.038,55,34
52,43.5,11.7,1.6,449,90,0.009,0.039,59,37
52,43.4,11.7,1.6,450,83,0.006,0.039,61,41
57,43.1,11.8,1.6,452,84,0.006,0.036,57,48
51,42.4,12,1.7,455,83,0.015,0.041,63,47
57,42.5,11.8,1.6,453,93,0.015,0.042,64,41
49,43.1,11.7,1.6,456,101,0.046,0.051,59,34
30,44,11.6,1.6,457,120,0.027,0.044,45,32
25,44.3,11.5,1.7,450,113,0.019,0.041,37,34
22,44.2,11.5,1.6,449,112,0.008,0.039,44,32
27,45.1,11.4,1.8,451,106,0.012,0.038,42,32
25,46,11.3,2,454,102,0.014,0.037,41,30
23,46,11.2,1.6,447,88,0.006,0.037,44,39
27,45.7,11.2,1.6,446,94,0.005,0.036,35,31
26,45.7,11.2,1.5,447,89,0.003,0.035,36,29
25,45.1,11.4,1.6,448,77,0.004,0.035,35,27
27,44.5,11.5,1.6,452,78,0.007,0.037,33,26
19,43.7,11.6,1.5,448,65,0.004,0.036,33,23
26,43.4,11.5,1.5,453,79,0.004,0.035,43,30
43,43.9,11.4,1.6,451,64,0.006,0.036,28,29
53,44.5,11.4,1.6,450,67,0.007,0.036,23,28
58,45.6,11.4,1.5,447,66,0.014,0.039,23,31
47,46.5,11.1,1.5,442,75,0.006,0.036,22,27
53,47.1,11,1.5,444,71,0.006,0.036,23,26
53,47.3,11,1.5,443,79,0.011,0.038,18,21
49,47.7,10.9,1.5,446,74,0.012,0.039,23,29
52,47.9,10.9,1.5,444,77,0.014,0.043,21,30
49,49.1,10.8,1.4,443,81,0.012,0.04,27,28
48,49.4,10.8,1.4,446,83,0.018,0.04,22,28
49,49.8,10.6,1.4,446,94,0.019,0.041,23,29
51,50.1,10.5,1.4,447,78,0.025,0.039,20,29
43,50.3,10.4,1.4,446,77,0.015,0.038,38,31
29,50.4,10.4,1.4,448,77,0.013,0.037,47,29
27,49.5,10.7,1.4,451,72,0.028,0.039,43,22
29,48.5,11,1.5,452,69,0.028,0.04,42,28
29,48.6,11,1.5,455,74,0.033,0.041,49,27
26,48.8,11,1.5,457,78,0.038,0.041,45,28
30,50.1,10.6,1.5,459,79,0.052,0.043,47,30
24,50.4,10.5,1.4,457,80,0.048,0.043,55,28
32,49.6,10.8,1.4,460,90,0.048,0.041,49,32
31,47,11.5,1.5,467,80,0.046,0.041,53,29
32,48.1,11.2,1.5,463,76,0.051,0.045,50,28
33,47.4,11.5,1.5,464,70,0.044,0.04,56,17
25,46.2,11.8,1.5,475,60,0.047,0.041,42,20
33,47,11.5,1.5,468,64,0.045,0.04,36,19
34,47.5,11.5,1.5,479,75,0.043,0.04,38,20
38,47,11.7,1.6,478,78,0.049,0.04,43,13
36,46.8,11.8,1.6,480,77,0.05,0.041,39,25
37,46.7,11.9,1.6,485,77,0.055,0.04,46,27
30,46.3,11.9,1.6,485,82,0.056,0.04,50,22
34,46.1,12,1.6,486,86,0.062,0.042,43,21
35,45.9,11.9,1.6,485,92,0.058,0.04,51,24
35,46.5,11.7,1.7,484,116,0.061,0.043,53,30
34,46.4,12.1,1.8,501,120,0.078,0.043,64,33
36,45.8,12.1,1.7,498,136,0.069,0.035,67,43
40,46,12.1,1.8,502,145,0.091,0.045,85,44
47,46.9,11.9,1.7,495,146,0.064,0.043,99,49
48,45.8,12.1,1.7,512,149,0.065,0.036,100,56
53,46.5,12.1,1.7,511,159,0.086,0.045,102,57
46,45.7,12.3,1.8,519,173,0.101,0.048,97,50
48,45.7,12.7,1.8,542,182,0.101,0.045,104,58
59,44.8,12.8,1.9,542,180,0.082,0.044,108,58
61,45.4,12.4,1.7,523,189,0.079,0.043,110,65
52,45.8,12.4,1.8,535,186,0.09,0.044,114,64
59,46.2,12.6,1.9,561,184,0.094,0.046,120,58
61,45.6,12.8,1.9,566,191,0.098,0.047,119,64
56,45.9,12.8,2,573,201,0.095,0.045,120,69
55,45.9,12.9,2,578,198,0.092,0.045,125,72
63,46.2,13,2,606,209,0.098,0.046,123,75
68,45.4,12.7,2,582,211,0.098,0.048,126,74
63,47.2,12.7,2.3,611,205,0.118,0.045,126,83
75,45.5,12.9,2.2,603,208,0.104,0.045,133,82
75,46.2,12.9,2.1,605,217,0.117,0.052,131,79
72,46.2,13.2,2.3,652,227,0.123,0.048,134,86
73,46.2,13.4,2.2,654,227,0.115,0.048,141,92
75,45.1,13.1,2.2,619,226,0.115,0.048,144,90
72,45.4,12.8,2.2,581,226,0.103,0.048,143,92
79,46,13,2.2,607,219,0.115,0.049,140,96
83,44.9,13.3,2.3,636,219,0.119,0.048,137,97
81,44.3,13.4,2.2,608,233,0.103,0.05,135,99
64,44.3,13.4,2.2,622,232,0.111,0.048,139,100
71,43.4,13.4,2.3,615,234,0.123,0.049,139,98
73,44.3,13.4,2.3,626,243,0.122,0.046,143,97
70,43.4,13.6,2.3,616,243,0.11,0.049,144,95
78,41.7,13.6,2.4,599,230,0.114,0.051,142,101
77,43,13.5,2.4,607,226,0.131,0.055,134,102
80,41.7,13.5,2.3,585,226,0.109,0.051,139,95
81,42.3,13.3,2.1,549,224,0.098,0.053,136,93
83,42.7,13.4,2.3,581,227,0.105,0.05,134,95
79,41.8,13.1,2.2,544,226,0.103,0.055,139,89
73,43.4,12.8,2.2,542,229,0.11,0.055,138,86
71,42.6,13.3,2.3,558,230,0.112,0.05,141,80
87,41.2,13.5,2.1,562,222,0.115,0.053,138,73
84,40,13.4,2.1,542,221,0.107,0.052,142,82
89,41.5,13.1,2,519,215,0.097,0.053,140,82
90,40.9,13.4,2.1,552,212,0.105,0.051,140,89
85,39.8,13.3,2.1,531,226,0.092,0.053,140,82
81,40,12.7,1.9,503,227,0.066,0.054,142,74
81,39.8,12.9,1.9,522,217,0.071,0.052,128,74
88,40.2,13,1.9,516,217,0.071,0.053,127,82
91,37.6,12.9,1.9,506,216,0.063,0.052,133,77
92,39.2,13.1,2,520,219,0.077,0.054,124,83
101,37,13.5,2,533,213,0.076,0.053,123,87
106,35.1,13.4,2,523,210,0.091,0.055,117,92
92,36.6,13.2,2.1,506,215,0.088,0.057,115,94
88,36.2,13.6,2.1,530,214,0.08,0.053,115,90
89,35.5,13.5,2,510,217,0.068,0.055,118,91
88,34.4,13.6,1.9,514,210,0.074,0.054,115,87
92,33.8,13.2,1.9,486,204,0.045,0.055,113,91
91,34.1,13.4,2,511,200,0.064,0.058,112,98
84,33.2,13.5,2.1,522,211,0.078,0.059,115,98
86,33.8,13.2,1.9,501,215,0.084,0.059,111,90
78,33,13.5,2,509,207,0.08,0.058,104,89
79,32.7,13.3,1.9,499,195,0.061,0.059,107,81
75,33.2,13.5,2,516,184,0.106,0.059,109,67
82,33.6,13.8,2,527,185,0.091,0.057,122,61
96,32.2,13.9,2,515,189,0.073,0.057,129,66
94,32.3,13.5,1.8,490,193,0.046,0.057,132,68
90,32.2,13.3,1.8,486,184,0.049,0.059,120,59
96,33.6,13.1,1.7,481,195,0.041,0.056,115,58
90,34.2,13.5,1.8,500,185,0.046,0.056,121,55
98,35.1,13.3,1.9,490,187,0.049,0.06,125,61
94,37.3,13.3,1.9,511,179,0.044,0.062,123,55
95,35.4,13.5,1.9,507,180,0.036,0.058,122,57
98,36.6,13.2,1.7,484,179,0.027,0.058,125,67
95,37.2,13.3,1.8,498,182,0.034,0.058,125,63
93,37.5,13.3,1.8,486,189,0.029,0.06,124,69
72,39.4,13.3,1.8,489,183,0.034,0.058,107,67
65,39.7,13.4,1.8,489,180,0.048,0.058,100,60
64,39.9,13.3,1.8,490,178,0.049,0.057,96,55
65,40.2,13.4,1.8,503,182,0.062,0.058,99,68
57,38.5,14,1.8,518,186,0.061,0.055,107,67
59,37.7,13.9,1.8,500,190,0.05,0.056,103,67
56,37.9,13.9,1.8,495,188,0.057,0.056,97,57
61,36.6,13.9,1.7,498,186,0.04,0.053,102,67
59,38,13.6,1.7,495,187,0.04,0.057,106,73
61,36.3,13.8,1.7,488,191,0.038,0.059,98,63
57,35.5,14.2,1.9,518,194,0.05,0.058,104,65
60,35.5,14,1.7,487,198,0.039,0.058,106,65
80,37.3,14.4,1.9,540,200,0.053,0.053,112,67
85,35.4,14.4,1.8,521,202,0.042,0.055,118,73
86,36.2,14.2,1.9,521,212,0.047,0.054,116,75
84,35.8,14.3,1.9,528,227,0.039,0.054,125,76
84,37.5,14.5,2.1,567,229,0.05,0.051,128,81
88,35.8,14.7,2.1,569,240,0.044,0.05,131,81
89,34.4,14.5,1.8,521,244,0.032,0.051,136,83
89,34.3,14.1,1.7,480,263,0.031,0.056,136,88
90,35.1,14.1,1.8,502,301,0.027,0.047,131,97
81,34.3,13.9,1.7,480,324,0.02,0.053,144,110
63,32.5,13.8,1.7,493,300,0.031,0.056,132,113
56,32.6,13.7,1.7,468,299,0.02,0.055,123,109
59,32.9,13.6,1.6,472,284,0.017,0.051,126,106
59,32.8,13.5,1.6,470,267,0.022,0.054,116,102
58,34.3,13.6,1.6,479,261,0.017,0.054,110,105
63,33,14.1,1.7,502,253,0.027,0.056,108,98
56,32.2,13.8,1.7,495,257,0.024,0.055,106,102
61,32.2,13.7,1.6,490,245,0.023,0.055,99,89
59,32,13.7,1.6,484,194,0.018,0.051,104,76
61,31.6,13.4,1.6,469,179,0.013,0.052,99,66
54,32.5,13.8,1.6,487,179,0.018,0.052,95,65
52,30.1,13.6,1.5,471,179,0.007,0.044,91,71
77,31.6,13.7,1.5,481,198,0.01,0.051,96,67
84,29.8,13.4,1.6,467,196,0.01,0.049,99,67
81,31.5,13.5,1.7,493,199,0.014,0.053,96,72
81,29.6,13.4,1.6,473,204,0.017,0.054,93,71
80,29.2,13.3,1.6,479,194,0.014,0.053,97,65
68,30.1,13.1,1.5,467,199,0.007,0.048,91,70
78,28.5,13.9,1.6,524,192,0.025,0.056,93,66
76,27.2,13.5,1.6,478,196,0.02,0.058,93,66
74,28.3,13.7,1.8,499,193,0.023,0.059,94,65
78,27.2,13.8,1.6,486,185,0.017,0.056,86,61
84,28,14.1,1.7,520,182,0.031,0.058,94,71
84,28,14.1,1.8,517,189,0.037,0.057,89,79
76,26.7,14,1.8,490,193,0.037,0.058,91,84
84,27.3,13.9,1.6,488,190,0.021,0.056,96,86
85,29.4,13.9,1.6,500,191,0.017,0.053,91,87
82,28.9,14,1.7,520,185,0.027,0.052,97,82
83,30.6,13.6,1.9,504,196,0.028,0.055,92,84
87,30.5,13.9,1.8,534,188,0.03,0.054,95,88
78,31.8,13.7,1.7,500,191,0.02,0.052,95,88
81,31.5,14.1,1.7,546,185,0.035,0.055,98,90
80,32,14.1,1.9,536,190,0.039,0.054,95,91
80,32.1,14,1.9,521,188,0.033,0.054,99,96
75,31.4,14.1,1.8,536,193,0.044,0.054,93,86
79,32.4,14,1.8,525,182,0.037,0.054,94,77
72,31.5,13.9,1.9,522,169,0.045,0.056,95,77
53,32.4,14.1,1.9,543,172,0.049,0.054,92,76
53,30.4,14.2,1.9,543,175,0.04,0.053,98,75
61,32.2,13.6,1.9,519,174,0.028,0.051,95,78
49,32.1,13.8,1.9,544,169,0.038,0.053,96,81
58,29.8,14.1,1.9,551,177,0.038,0.054,98,81
66,32.1,13.8,1.8,558,183,0.027,0.051,94,80
58,30,14.3,2,593,188,0.031,0.05,96,85
55,30.7,13.7,1.8,531,202,0.027,0.053,101,84
49,31.9,13.7,1.8,560,202,0.035,0.053,96,84
55,32.8,13.9,2,581,197,0.047,0.053,100,79
51,32.3,14.3,2.1,602,201,0.046,0.051,101,66
71,32.5,14.2,1.9,568,216,0.044,0.054,109,61
75,34,13.7,1.8,525,211,0.037,0.055,108,63
77,36.1,13.6,1.9,547,211,0.052,0.055,106,62
83,35.6,13.8,2,553,215,0.043,0.053,117,62
96,36.5,13.9,1.8,549,218,0.048,0.053,119,53
91,36.5,13.8,2,539,218,0.043,0.053,121,52
84,37.2,13.8,1.9,546,211,0.035,0.051,126,54
82,36.6,13.8,2,535,213,0.043,0.051,125,53
90,37.8,13.8,2,530,199,0.038,0.051,123,60
95,36.9,14,1.9,550,203,0.038,0.051,123,50
90,37.4,13.8,1.9,534,210,0.036,0.051,124,61
96,38.6,13.4,1.8,501,215,0.031,0.052,123,80
79,40,13.1,1.9,506,203,0.037,0.051,106,85
86,40.9,13.2,2,518,202,0.045,0.055,96,73
85,41.8,13.3,2,522,200,0.043,0.053,93,73
84,40.7,13.8,2.1,536,202,0.047,0.052,93,78
79,40.9,13.6,2,514,200,0.037,0.052,91,79
73,41.6,13.5,1.9,508,195,0.034,0.05,91,77
80,41.2,13.7,2,521,197,0.038,0.049,91,82
88,41.6,13.4,2,504,192,0.05,0.053,91,79
83,41.7,13.5,2,514,204,0.043,0.05,92,73
82,41.3,13.7,2.1,520,207,0.052,0.052,103,84
93,41.2,13.6,2,511,199,0.048,0.051,103,84
89,42.5,13.1,2,494,185,0.05,0.054,103,99
109,42.4,13,2,494,187,0.048,0.054,122,107
107,42.6,12.9,2,492,201,0.046,0.054,147,117
105,44,12.3,2,471,200,0.045,0.054,146,115
92,44.5,12.7,2,517,193,0.068,0.056,132,109
90,43,13.4,2,532,188,0.063,0.054,138,115
92,42.1,13.7,2,533,183,0.067,0.053,137,110
97,42.3,13.7,2.1,530,190,0.06,0.053,130,105
100,42.7,13.6,2,523,193,0.053,0.052,136,112
98,41.4,13.4,1.9,516,190,0.044,0.053,130,109
101,42.6,12.9,1.8,488,185,0.031,0.053,127,104
90,43.6,12.8,1.8,481,186,0.029,0.051,123,104
99,43,13.2,1.9,519,203,0.045,0.05,124,87
100,42.7,13.4,1.9,518,214,0.043,0.052,131,80
104,42.3,13.6,2,524,208,0.054,0.051,128,74
108,42.4,13.5,2,526,209,0.077,0.053,133,75
116,42.9,13.2,1.9,491,216,0.06,0.052,145,78
114,42.9,13.2,1.9,508,214,0.056,0.051,136,77
115,43.1,13.2,1.9,503,217,0.061,0.051,129,78
107,43.1,13.3,2,530,207,0.086,0.053,138,78
97,43.2,13.2,2,501,213,0.086,0.052,130,73
101,43.4,13.2,1.9,507,200,0.075,0.05,132,72
101,43.9,13,1.8,479,204,0.046,0.051,132,79
102,43.9,12.9,1.8,494,204,0.045,0.049,137,72
94,44.9,12.5,1.7,482,198,0.043,0.049,140,64
74,47.7,12,1.7,494,186,0.042,0.049,119,61
59,45.7,12.1,1.8,479,180,0.031,0.049,103,67
52,48.3,11.7,1.8,480,182,0.03,0.048,104,67
50,47.2,11.7,1.7,480,179,0.043,0.051,99,66
57,49.3,11.1,1.6,455,193,0.03,0.051,103,64
52,47.6,11.9,1.7,495,199,0.055,0.047,104,65
52,47.3,11.8,1.6,467,197,0.024,0.048,103,67
63,47.1,12.1,1.8,497,181,0.04,0.047,100,66
66,46,11.9,1.6,462,192,0.019,0.044,108,68
58,46.7,12,1.8,489,193,0.043,0.048,101,61
72,46.6,11.7,1.6,460,186,0.017,0.046,100,69
78,49.5,11.1,1.6,464,189,0.02,0.047,94,77
89,47.6,11,1.6,460,192,0.024,0.05,77,81
97,48.5,11.2,1.6,456,199,0.032,0.051,74,81
105,47.3,11.6,1.7,472,200,0.028,0.047,70,78
102,48.8,11.3,1.5,455,201,0.01,0.044,70,73
97,48.1,11.1,1.5,453,182,0.013,0.045,69,80
102,50.1,10.6,1.5,447,171,0.003,0.042,69,78
106,48.8,11.1,1.6,458,166,0.013,0.045,65,66
96,49.1,11.2,1.6,456,166,0.01,0.046,69,68
90,47.7,11.3,1.6,456,158,0.01,0.047,58,72
94,50.1,10.6,1.6,455,152,0.021,0.051,59,78
91,51.3,10.4,1.5,448,162,0.006,0.047,53,71
80,48.2,11.4,1.7,470,159,0.021,0.045,59,65
82,48.1,11.1,1.5,451,165,0.01,0.046,77,65
77,50.4,10.4,1.4,442,161,0.002,0.04,85,64
66,52,9.9,1.4,441,153,0.001,0.037,89,58
68,52.4,9.9,1.5,442,144,0.001,0.04,83,63
67,52.6,9.9,1.5,445,149,0.003,0.044,87,59
64,53.1,9.7,1.4,442,153,0.003,0.042,87,62
62,53.6,9.6,1.5,444,154,0.003,0.043,81,66
61,54.6,9.5,1.5,446,158,0.004,0.043,82,62
64,55,9.4,1.4,442,152,0.001,0.039,87,53
60,55.2,9.4,1.5,444,150,0.001,0.04,90,51
52,55.5,9.3,1.4,444,146,0.001,0.039,91,54
58,55.9,9.2,1.4,443,161,0.002,0.036,88,35
33,56,9.2,1.4,444,157,0.002,0.036,92,20
32,56.1,9.2,1.4,443,152,0.001,0.036,80,27
37,56.3,9.2,1.4,444,148,0.001,0.037,73,33
33,56.5,9.1,1.3,442,150,0.002,0.035,78,31
34,56.7,9.1,1.4,442,139,0.001,0.035,77,30
35,56.6,9.1,1.4,443,123,0.002,0.034,76,22
31,56.4,9.2,1.3,443,128,0.002,0.033,80,32
36,56.6,9.1,1.3,445,126,0.001,0.034,74,30
33,56.6,9.1,1.3,443,127,0.001,0.032,72,29
41,56.5,9.1,1.3,440,128,0.002,0.031,74,32
37,56.1,9.3,1.3,440,130,0.001,0.032,69,24
40,55.9,9.4,1.3,434,108,0.001,0.028,72,45
60,55.6,9.5,1.3,433,102,0.001,0.028,69,56
64,55.4,9.6,1.2,432,98,0.001,0.026,87,46
56,56,9.5,1.2,434,90,0.001,0.026,88,44
53,55.7,9.6,1.3,435,77,0.001,0.03,80,41
58,56,9.5,1.3,432,98,0.002,0.024,79,39
54,57.1,9.3,1.3,433,122,0.002,0.028,82,50
61,57.3,9.4,1.4,438,127,0.001,0.033,84,44
60,56.8,9.6,1.3,438,124,0.001,0.031,89,51
65,56.7,9.6,1.3,440,123,0.001,0.03,88,54
71,56.8,9.7,1.3,441,125,0.001,0.031,84,53
76,56.5,9.7,1.3,436,124,0.002,0.026,85,56
77,57.3,9.6,1.2,434,137,0.002,0.025,82,53
85,57.7,9.5,1.2,438,144,0.002,0.025,81,50
99,58.1,9.4,1.2,437,144,0.001,0.026,74,44
111,57.6,9.4,1.3,436,157,0.001,0.026,76,45
121,56.6,9.5,1.3,435,168,0.001,0.026,85,52
119,56,9.5,1.2,436,145,0.001,0.029,80,58
118,56.2,9.4,1.2,435,130,0.002,0.029,77,48
117,57.3,9.3,1.3,436,117,0.001,0.034,68,46
119,58.5,9.1,1.2,433,114,0.002,0.029,71,37
115,59.7,8.9,1.2,431,116,0.001,0.026,73,40
109,60,8.9,1.2,431,101,0.002,0.027,74,46
110,60.7,8.8,1.1,432,106,0.002,0.025,77,43
103,61.8,8.7,1.1,430,85,0.001,0.024,75,34
96,62.3,8.7,1.1,430,72,0.001,0.019,67,28
80,62,8.8,1.1,433,77,0.002,0.022,68,39
70,61.4,9,1.1,436,66,0.001,0.027,63,49
63,62.2,9,1.1,434,64,0.001,0.026,61,41
60,63.2,8.9,1.1,434,70,0.002,0.031,58,37
66,64.7,8.7,1,426,66,0.001,0.02,58,36
60,65.8,8.6,1,424,67,0.001,0.018,63,35
60,65.9,8.7,1.1,424,74,0.001,0.021,58,36
60,64.2,9.1,1.1,431,70,0.004,0.032,52,33
57,59.9,10,1.1,434,81,0.007,0.03,52,25
53,63.1,9.4,1.1,428,80,0.003,0.028,51,23
54,57.1,10.8,1.1,442,96,0.013,0.037,49,39
58,56.5,11.1,1.1,437,103,0.005,0.034,58,44
61,56.1,11.3,1.2,442,103,0.009,0.036,54,49
57,55.7,11.5,1.1,447,112,0.011,0.037,53,39
64,57.1,11.3,1.2,451,116,0.026,0.041,48,39
68,55,11.8,1.3,456,116,0.027,0.043,54,37
60,54.5,12,1.1,455,119,0.019,0.042,58,37
55,55,12,1.2,458,127,0.05,0.045,56,43
55,54.8,12,1.2,460,125,0.065,0.048,56,48
50,54.7,12.1,1.3,461,135,0.062,0.048,60,47
55,54.9,12.1,1.3,460,134,0.045,0.047,57,51
55,56.2,11.6,1.3,447,133,0.025,0.044,64,57
52,56.9,11.6,1.3,448,136,0.033,0.046,65,43
48,56.3,11.7,1.3,449,143,0.03,0.044,44,34
47,55.8,12,1.3,460,143,0.055,0.047,44,24
59,56.5,11.6,1.3,450,149,0.03,0.046,49,31
51,56.6,11.8,1.2,453,148,0.02,0.044,54,37
56,56,11.8,1.3,453,154,0.045,0.049,52,35
59,56.5,11.8,1.3,451,156,0.053,0.049,55,37
61,55.1,11.7,1.3,450,156,0.038,0.049,64,32
60,56.4,11.7,1.3,460,160,0.054,0.051,65,31
59,54.3,11.9,1.4,460,162,0.05,0.051,58,38
61,54.4,12.2,1.5,472,167,0.048,0.048,64,35
66,52.8,12.4,1.4,472,169,0.053,0.049,62,31
68,53,12.3,1.4,468,166,0.048,0.05,66,42
64,52.4,12.4,1.5,472,159,0.073,0.051,92,51
55,52.7,12.2,1.4,464,162,0.052,0.049,98,56
46,52.5,12.1,1.4,472,157,0.048,0.048,96,50
56,52.4,12.4,1.4,476,163,0.036,0.045,95,42
49,51.2,12.5,1.4,475,167,0.03,0.047,94,49
47,51.7,12.3,1.3,464,175,0.033,0.047,92,52
49,53,12.1,1.4,467,171,0.04,0.049,87,56
54,52,12.5,1.5,494,176,0.065,0.051,91,54
60,52.4,12.5,1.6,497,178,0.065,0.049,101,52
50,51.8,12.4,1.6,478,175,0.057,0.051,101,48
48,52.2,12.6,1.5,500,173,0.072,0.052,107,52
49,50.8,12.9,1.5,500,174,0.061,0.05,102,62
37,51.2,12.9,1.5,507,174,0.057,0.049,98,64
47,51.5,12.7,1.5,485,176,0.047,0.05,101,72
54,51.3,12.7,1.5,485,174,0.046,0.049,106,77
48,54.1,11.7,1.4,445,171,0.016,0.041,103,81
48,54.3,12.1,1.6,481,170,0.046,0.049,105,71
57,52,12.5,1.5,489,164,0.039,0.047,105,74
57,53.3,12.3,1.5,473,156,0.05,0.047,101,71
50,51,12.6,1.6,490,153,0.055,0.049,99,73
47,52.3,12.5,1.5,481,151,0.042,0.048,101,67
49,50.8,12.4,1.4,461,156,0.029,0.049,99,79
44,51.1,12.5,1.4,469,151,0.021,0.046,93,73
46,50.7,12.5,1.5,478,153,0.029,0.047,93,56
67,52.2,12.5,1.6,478,161,0.041,0.046,87,49
70,51.7,12.7,1.6,483,159,0.041,0.049,79,40
68,50.9,13.1,1.6,500,161,0.037,0.047,78,41
69,50.8,13,1.5,474,170,0.032,0.047,83,41
73,50.2,13.4,1.5,489,168,0.026,0.045,84,47
70,48.4,13.4,1.5,485,174,0.023,0.045,83,47
71,49.2,13,1.5,456,186,0.017,0.046,91,41
69,49.3,13.2,1.6,483,180,0.036,0.046,94,45
78,48.3,13.4,1.6,488,181,0.034,0.048,88,52
78,49.1,12.9,1.4,456,181,0.017,0.045,88,46
85,49.2,13,1.4,474,184,0.02,0.048,89,54
78,48,13.2,1.6,474,180,0.02,0.048,90,44
70,48.2,13.3,1.5,470,173,0.012,0.045,74,44
69,48,13.4,1.4,471,182,0.015,0.045,72,45
69,47.5,13.3,1.5,464,190,0.012,0.046,71,43
63,47.3,13,1.4,461,185,0.008,0.043,68,46
68,48.7,12.9,1.5,475,173,0.017,0.046,68,44
63,48.3,13,1.6,463,165,0.011,0.047,64,39
